time,tavg,prcp,wspd,wdir,pres
2020-01-01,4.7,0.0,10.8,293.0,1035.1
2020-01-02,1.3,0.0,4.9,142.0,1032.2
2020-01-03,-0.7,0.0,6.3,168.0,1027.9
2020-01-04,5.8,3.2,20.9,273.0,1023.7
2020-01-05,3.5,0.0,20.1,306.0,1032.2
2020-01-06,1.4,0.0,5.7,170.0,1033.0
2020-01-07,0.7,0.0,6.1,108.0,1029.1
2020-01-08,5.1,0.3,6.5,185.0,1031.2
2020-01-09,3.1,0.0,7.6,145.0,1025.9
2020-01-10,1.4,0.1,7.0,156.0,1023.2
2020-01-11,5.8,0.0,12.4,301.0,1031.0
2020-01-12,3.0,0.0,6.1,168.0,1029.9
2020-01-13,2.2,0.0,7.6,150.0,1026.3
2020-01-14,-0.1,0.0,10.7,138.0,1024.7
2020-01-15,0.6,0.0,12.1,141.0,1026.4
2020-01-16,1.4,0.0,4.8,128.0,1032.5
2020-01-17,0.5,0.0,14.1,133.0,1028.0
2020-01-18,0.2,4.6,7.9,169.0,1027.1
2020-01-19,3.4,6.7,13.4,302.0,1032.2
2020-01-20,3.3,0.0,10.8,303.0,1045.3
2020-01-21,0.5,0.0,4.6,120.0,1043.9
2020-01-22,1.4,0.0,9.3,283.0,1034.7
2020-01-23,2.8,0.0,8.8,127.0,1034.6
2020-01-24,0.1,0.0,7.7,146.0,1027.1
2020-01-25,-0.1,0.0,5.9,156.0,1025.0
2020-01-26,-0.4,0.0,6.2,150.0,1023.4
2020-01-27,0.7,0.0,6.2,139.0,1018.9
2020-01-28,2.0,1.8,8.6,160.0,1006.1
2020-01-29,5.0,2.0,17.8,261.0,1008.7
2020-01-30,6.5,0.3,14.3,248.0,1015.9
2020-01-31,10.5,0.0,16.8,252.0,1010.5
2020-02-01,14.0,2.8,10.8,217.0,1010.9
2020-02-02,12.7,10.0,22.1,263.0,1011.6
2020-02-03,10.2,7.4,27.2,265.0,1012.7
2020-02-04,7.6,1.3,23.6,268.0,1005.1
2020-02-05,3.9,0.0,26.2,313.0,1020.6
2020-02-06,3.7,0.0,17.6,292.0,1030.0
2020-02-07,4.9,0.0,15.4,291.0,1029.3
2020-02-08,3.7,0.0,10.4,129.0,1029.1
2020-02-09,2.8,0.0,8.2,132.0,1024.6
2020-02-10,7.6,15.1,16.2,236.0,1005.8
2020-02-11,7.3,4.4,24.2,255.0,1006.2
2020-02-12,6.0,1.4,24.5,267.0,1016.2
2020-02-13,6.3,0.0,14.0,190.0,1017.1
2020-02-14,8.2,1.6,16.7,272.0,1016.5
2020-02-15,8.3,0.0,10.4,182.0,1027.4
2020-02-16,7.7,0.0,12.4,139.0,1023.2
2020-02-17,8.9,0.2,6.0,133.0,1019.2
2020-02-18,10.0,0.0,17.0,277.0,1024.4
2020-02-19,7.5,2.7,13.3,240.0,1021.6
2020-02-20,6.9,0.1,13.7,263.0,1023.4
2020-02-21,6.9,2.9,18.5,271.0,1023.9
2020-02-22,8.6,0.0,9.0,207.0,1027.4
2020-02-23,13.7,1.5,24.7,257.0,1017.4
2020-02-24,10.2,0.0,20.1,269.0,1018.6
2020-02-25,11.1,0.4,10.6,231.0,1005.4
2020-02-26,8.4,0.0,18.4,264.0,999.5
2020-02-27,5.7,0.6,18.7,249.0,1004.7
2020-02-28,5.3,0.0,21.1,282.0,1010.8
2020-02-29,6.0,0.0,10.2,157.0,1009.8
2020-03-01,8.4,9.3,7.6,156.0,1004.6
2020-03-02,10.7,1.8,15.8,193.0,997.3
2020-03-03,8.7,0.7,17.1,243.0,1000.1
2020-03-04,7.2,0.2,15.9,288.0,1012.3
2020-03-05,7.2,3.8,15.3,162.0,1007.1
2020-03-06,8.0,1.8,10.6,180.0,998.9
2020-03-07,7.8,0.0,18.9,279.0,1012.8
2020-03-08,7.1,0.0,10.6,287.0,1021.2
2020-03-09,6.8,0.4,7.6,194.0,1014.8
2020-03-10,9.7,1.0,15.0,268.0,1015.7
2020-03-11,14.1,0.0,20.2,258.0,1013.6
2020-03-12,16.6,0.6,12.0,240.0,1014.1
2020-03-13,10.9,0.0,16.4,288.0,1016.8
2020-03-14,7.8,0.0,11.0,323.0,1022.8
2020-03-15,5.1,0.0,13.7,112.0,1027.4
2020-03-16,8.5,0.0,16.1,140.0,1024.3
2020-03-17,9.9,0.0,6.0,284.0,1028.9
2020-03-18,14.2,0.0,6.9,284.0,1028.9
2020-03-19,13.9,0.0,4.8,97.0,1024.7
2020-03-20,14.5,1.1,6.1,65.0,1020.0
2020-03-21,7.3,0.2,15.8,335.0,1021.3
2020-03-22,2.2,0.1,16.9,339.0,1030.6
2020-03-23,1.2,0.0,18.2,338.0,1034.0
2020-03-24,2.4,0.0,13.5,335.0,1032.3
2020-03-25,1.9,0.0,9.0,72.0,1030.2
2020-03-26,5.7,0.0,7.6,113.0,1024.9
2020-03-27,10.4,0.0,6.9,136.0,1020.7
2020-03-28,12.6,0.0,6.6,300.0,1015.1
2020-03-29,11.1,0.0,17.5,308.0,1015.1
2020-03-30,4.2,0.0,18.3,328.0,1023.7
2020-03-31,3.1,0.0,7.6,309.0,1026.3
2020-04-01,3.9,0.0,6.9,10.0,1023.5
2020-04-02,6.5,0.0,6.9,147.0,1014.5
2020-04-03,9.5,0.0,9.9,273.0,1013.8
2020-04-04,10.8,0.0,6.8,347.0,1023.9
2020-04-05,11.5,0.0,8.0,88.0,1028.8
2020-04-06,13.8,0.0,16.3,137.0,1028.5
2020-04-07,14.5,0.0,14.7,146.0,1030.9
2020-04-08,15.2,0.0,11.9,133.0,1027.9
2020-04-09,16.4,0.0,6.8,300.0,1021.9
2020-04-10,16.8,0.0,8.1,330.0,1023.5
2020-04-11,15.5,0.0,6.3,52.0,1023.5
2020-04-12,16.3,0.1,6.6,141.0,1019.0
2020-04-13,17.0,5.8,12.1,268.0,1011.2
2020-04-14,7.4,0.0,18.8,314.0,1019.9
2020-04-15,10.2,0.0,10.4,271.0,1024.4
2020-04-16,15.2,0.0,6.2,152.0,1018.6
2020-04-17,19.8,0.0,10.5,293.0,1014.2
2020-04-18,17.9,0.7,6.1,357.0,1015.1
2020-04-19,14.3,0.5,9.7,317.0,1015.7
2020-04-20,11.9,0.0,9.7,57.0,1020.7
2020-04-21,12.4,0.0,9.4,94.0,1021.0
2020-04-22,13.4,0.0,7.9,98.0,1022.3
2020-04-23,14.8,0.0,6.9,137.0,1020.9
2020-04-24,16.8,0.0,9.3,232.0,1011.9
2020-04-25,16.9,0.0,16.9,295.0,1007.1
2020-04-26,13.3,0.0,7.0,13.0,1011.7
2020-04-27,15.4,0.0,7.2,128.0,1010.9
2020-04-28,18.3,0.0,8.9,133.0,1006.7
2020-04-29,15.8,0.0,17.2,270.0,1005.7
2020-04-30,17.7,1.7,13.3,239.0,1007.7
2020-05-01,16.3,1.6,14.4,253.0,1005.9
2020-05-02,15.1,0.0,17.5,274.0,1008.3
2020-05-03,13.0,0.0,18.4,292.0,1015.6
2020-05-04,14.8,0.9,7.0,180.0,1017.5
2020-05-05,13.2,0.7,13.7,296.0,1015.5
2020-05-06,11.1,0.0,19.0,304.0,1019.9
2020-05-07,15.5,0.0,17.7,299.0,1020.5
2020-05-08,17.1,0.0,7.3,112.0,1019.0
2020-05-09,19.8,0.0,7.3,117.0,1013.4
2020-05-10,20.7,0.3,8.6,139.0,1007.2
2020-05-11,18.6,8.0,14.0,154.0,1000.0
2020-05-12,9.4,0.0,17.2,325.0,1014.8
2020-05-13,12.2,0.3,12.0,110.0,1011.7
2020-05-14,12.5,10.5,13.8,328.0,1012.3
2020-05-15,10.1,4.9,11.3,341.0,1015.8
2020-05-16,13.9,0.0,9.6,174.0,1022.0
2020-05-17,16.6,0.0,7.0,324.0,1020.3
2020-05-18,19.2,0.0,5.8,89.0,1021.7
2020-05-19,21.4,0.0,7.0,292.0,1018.0
2020-05-20,19.2,0.0,14.7,330.0,1018.0
2020-05-21,17.1,0.0,10.4,352.0,1021.3
2020-05-22,16.6,3.7,5.6,81.0,1023.8
2020-05-23,17.7,21.0,11.2,155.0,1021.4
2020-05-24,14.6,5.3,21.0,284.0,1026.4
2020-05-25,13.3,5.4,15.5,283.0,1027.0
2020-05-26,13.3,10.2,16.3,307.0,1030.2
2020-05-27,15.7,0.0,13.8,308.0,1030.9
2020-05-28,14.7,0.3,12.8,294.0,1026.0
2020-05-29,14.2,4.9,15.1,307.0,1024.0
2020-05-30,13.8,0.0,12.1,307.0,1020.2
2020-05-31,12.2,5.3,19.1,287.0,1017.8
2020-06-01,17.2,0.0,16.1,308.0,1018.3
2020-06-02,17.7,3.7,14.4,306.0,1015.1
2020-06-03,18.1,2.6,10.5,270.0,1006.7
2020-06-04,18.5,9.3,10.0,148.0,998.3
2020-06-05,16.7,1.9,12.4,242.0,999.1
2020-06-06,19.8,0.0,13.3,169.0,1005.7
2020-06-07,20.8,2.6,11.7,193.0,1005.5
2020-06-08,15.4,0.0,16.4,293.0,1012.0
2020-06-09,17.2,0.9,10.1,316.0,1011.7
2020-06-10,16.2,6.0,10.1,299.0,1010.2
2020-06-11,18.8,0.0,7.8,157.0,1009.1
2020-06-12,21.8,0.0,6.7,318.0,1008.8
2020-06-13,24.4,0.0,6.3,117.0,1008.5
2020-06-14,20.9,8.4,16.3,268.0,1008.7
2020-06-15,18.2,0.0,19.3,276.0,1012.2
2020-06-16,19.7,0.1,14.5,304.0,1012.9
2020-06-17,20.3,0.0,13.9,301.0,1009.7
2020-06-18,19.0,0.4,20.8,273.0,1009.7
2020-06-19,19.3,0.3,17.1,280.0,1012.9
2020-06-20,16.3,36.2,22.4,280.0,1015.7
2020-06-21,16.0,12.8,22.1,289.0,1015.6
2020-06-22,21.0,0.0,19.8,301.0,1017.5
2020-06-23,21.8,0.0,18.0,320.0,1021.0
2020-06-24,19.1,0.6,10.7,319.0,1022.2
2020-06-25,19.0,0.8,9.7,162.0,1021.2
2020-06-26,21.3,3.6,11.3,147.0,1016.2
2020-06-27,24.8,0.0,7.7,169.0,1013.6
2020-06-28,27.0,0.0,8.6,232.0,1014.0
2020-06-29,21.1,4.0,13.0,270.0,1012.6
2020-06-30,22.6,0.0,8.7,230.0,1012.8
2020-07-01,25.2,3.4,9.0,168.0,1011.0
2020-07-02,24.4,0.0,11.3,266.0,1010.6
2020-07-03,21.5,0.5,15.4,287.0,1014.7
2020-07-04,22.9,0.0,8.6,290.0,1018.0
2020-07-05,25.1,0.0,12.6,259.0,1015.8
2020-07-06,24.3,0.4,14.9,268.0,1012.1
2020-07-07,18.6,0.0,14.9,297.0,1018.1
2020-07-08,20.8,0.0,7.4,232.0,1016.8
2020-07-09,22.6,0.0,7.2,171.0,1017.0
2020-07-10,27.2,0.0,10.9,169.0,1012.6
2020-07-11,18.9,7.2,15.8,306.0,1018.7
2020-07-12,18.2,0.0,12.3,319.0,1024.6
2020-07-13,19.2,0.0,6.3,8.0,1023.2
2020-07-14,20.0,0.0,8.8,121.0,1017.3
2020-07-15,21.5,0.4,8.6,179.0,1012.6
2020-07-16,19.1,2.9,15.5,279.0,1014.8
2020-07-17,17.1,6.0,13.6,297.0,1017.1
2020-07-18,16.2,9.3,14.5,288.0,1016.6
2020-07-19,19.7,0.2,10.7,282.0,1015.8
2020-07-20,23.4,0.0,8.6,259.0,1015.6
2020-07-21,23.3,1.5,7.9,307.0,1018.5
2020-07-22,22.8,0.0,7.3,325.0,1019.2
2020-07-23,23.2,0.0,7.1,288.0,1014.8
2020-07-24,21.9,5.6,7.6,208.0,1011.8
2020-07-25,22.5,0.0,13.3,282.0,1012.3
2020-07-26,23.0,0.0,8.9,218.0,1013.5
2020-07-27,24.6,0.0,8.7,273.0,1016.7
2020-07-28,27.6,39.9,8.2,187.0,1012.6
2020-07-29,24.4,0.0,13.1,261.0,1016.8
2020-07-30,26.0,0.0,6.8,312.0,1018.3
2020-07-31,26.3,0.0,8.5,300.0,1015.8
2020-08-01,25.8,0.0,6.3,23.0,1015.0
2020-08-02,24.5,3.2,8.6,142.0,1012.8
2020-08-03,21.1,12.9,8.7,222.0,1008.9
2020-08-04,17.6,0.8,14.7,306.0,1008.9
2020-08-05,16.9,0.4,17.2,301.0,1017.9
2020-08-06,21.6,0.0,12.0,307.0,1019.4
2020-08-07,25.6,0.0,7.6,321.0,1020.1
2020-08-08,26.7,0.0,7.1,295.0,1019.2
2020-08-09,27.1,0.0,8.1,296.0,1017.0
2020-08-10,27.1,0.0,6.2,43.0,1015.2
2020-08-11,25.4,0.0,6.8,125.0,1016.7
2020-08-12,25.7,0.0,7.0,144.0,1017.3
2020-08-13,26.0,40.1,9.7,146.0,1014.4
2020-08-14,23.7,0.0,9.9,266.0,1013.1
2020-08-15,22.4,4.3,10.7,276.0,1013.3
2020-08-16,22.4,0.2,7.9,199.0,1013.1
2020-08-17,22.0,0.0,7.5,148.0,1011.1
2020-08-18,21.4,0.2,14.8,271.0,1010.4
2020-08-19,21.9,0.0,16.0,279.0,1010.5
2020-08-20,23.4,0.0,5.6,149.0,1012.7
2020-08-21,25.8,0.0,10.9,130.0,1014.4
2020-08-22,25.3,11.0,9.9,148.0,1014.4
2020-08-23,22.5,0.0,15.6,288.0,1016.4
2020-08-24,21.8,0.0,10.9,276.0,1016.2
2020-08-25,21.7,0.0,10.7,268.0,1014.9
2020-08-26,23.3,0.0,11.9,221.0,1011.3
2020-08-27,22.3,0.0,14.7,277.0,1015.1
2020-08-28,22.4,0.0,12.8,148.0,1008.9
2020-08-29,22.4,4.2,9.8,215.0,1005.8
2020-08-30,22.2,3.6,13.8,212.0,1004.9
2020-08-31,18.0,17.6,19.0,282.0,1014.4
2020-09-01,15.1,11.1,19.5,306.0,1012.2
2020-09-02,16.5,0.0,9.8,278.0,1017.4
2020-09-03,18.6,0.0,8.1,264.0,1021.9
2020-09-04,20.1,0.0,8.0,228.0,1024.1
2020-09-05,22.1,2.5,7.3,160.0,1017.6
2020-09-06,19.2,14.8,9.4,301.0,1016.8
2020-09-07,17.1,0.0,12.2,312.0,1021.6
2020-09-08,18.3,0.0,5.6,172.0,1027.3
2020-09-09,19.6,0.0,7.7,165.0,1023.6
2020-09-10,21.2,0.0,10.6,296.0,1019.1
2020-09-11,20.4,0.0,6.4,31.0,1017.8
2020-09-12,22.0,0.0,6.2,128.0,1019.3
2020-09-13,23.4,0.0,6.3,287.0,1025.2
2020-09-14,22.7,0.0,6.7,160.0,1027.9
2020-09-15,23.4,0.0,9.0,147.0,1023.8
2020-09-16,24.0,0.0,9.2,162.0,1018.3
2020-09-17,21.3,0.0,13.8,304.0,1020.2
2020-09-18,15.7,0.0,10.3,329.0,1026.7
2020-09-19,16.5,0.0,11.7,115.0,1022.6
2020-09-20,17.7,0.0,11.0,122.0,1017.6
2020-09-21,19.0,0.0,11.0,124.0,1016.8
2020-09-22,21.0,0.0,14.1,137.0,1013.8
2020-09-23,19.4,0.8,8.0,186.0,1008.7
2020-09-24,20.8,3.8,8.3,209.0,1008.5
2020-09-25,16.3,27.9,14.1,214.0,999.7
2020-09-26,9.5,0.1,23.7,273.0,998.1
2020-09-27,12.9,8.2,11.6,208.0,1006.4
2020-09-28,11.2,2.9,9.4,337.0,1010.0
2020-09-29,12.6,2.2,17.5,279.0,1015.5
2020-09-30,14.0,0.2,19.1,291.0,1014.6
2020-10-01,15.2,0.0,11.5,292.0,1007.1
2020-10-02,15.3,0.0,13.1,158.0,1002.4
2020-10-03,20.1,5.2,21.8,149.0,998.1
2020-10-04,18.4,0.0,14.3,185.0,1001.0
2020-10-05,15.4,0.1,13.1,194.0,1007.4
2020-10-06,14.8,0.3,5.9,181.0,1011.3
2020-10-07,14.1,0.0,14.6,270.0,1012.2
2020-10-08,14.3,0.0,15.7,282.0,1021.3
2020-10-09,16.1,0.0,7.7,218.0,1021.0
2020-10-10,15.4,1.9,8.6,237.0,1018.6
2020-10-11,10.6,31.6,15.9,299.0,1019.3
2020-10-12,8.2,3.2,19.5,307.0,1016.8
2020-10-13,7.9,44.8,22.7,306.0,1010.4
2020-10-14,7.9,7.0,25.1,263.0,1006.4
2020-10-15,10.2,6.5,11.0,279.0,1012.7
2020-10-16,8.4,14.0,15.1,314.0,1013.9
2020-10-17,8.5,0.1,15.8,300.0,1016.2
2020-10-18,10.2,0.3,12.4,275.0,1021.2
2020-10-19,9.8,0.0,7.2,168.0,1025.3
2020-10-20,10.9,0.0,14.7,132.0,1021.9
2020-10-21,10.4,0.0,7.2,126.0,1017.2
2020-10-22,11.1,0.0,5.1,86.0,1020.0
2020-10-23,10.5,0.9,4.7,141.0,1017.7
2020-10-24,13.3,1.7,8.6,251.0,1016.7
2020-10-25,11.9,0.0,7.2,97.0,1014.2
2020-10-26,13.5,0.1,12.1,163.0,1006.0
2020-10-27,9.9,0.5,11.3,274.0,1013.0
2020-10-28,11.2,0.1,5.9,215.0,1016.9
2020-10-29,11.1,2.5,12.5,249.0,1019.2
2020-10-30,11.7,9.0,15.2,255.0,1022.1
2020-10-31,14.1,0.0,16.8,273.0,1023.1
2020-11-01,12.0,12.1,6.1,164.0,1021.2
2020-11-02,15.7,0.0,7.6,215.0,1018.5
2020-11-03,17.0,0.0,5.4,310.0,1021.0
2020-11-04,12.6,0.0,16.6,305.0,1027.9
2020-11-05,9.8,0.0,13.7,317.0,1035.8
2020-11-06,7.5,0.0,6.1,303.0,1035.8
2020-11-07,7.6,0.0,8.7,142.0,1031.1
2020-11-08,6.5,0.2,4.4,144.0,1027.9
2020-11-09,6.6,0.1,5.5,135.0,1028.6
2020-11-10,6.9,0.1,6.5,127.0,1030.1
2020-11-11,7.3,0.0,10.0,139.0,1029.5
2020-11-12,7.3,0.0,8.9,161.0,1025.7
2020-11-13,7.2,0.0,6.5,141.0,1025.2
2020-11-14,6.7,0.0,6.9,143.0,1025.5
2020-11-15,7.3,0.1,13.3,138.0,1021.6
2020-11-16,9.2,0.1,10.1,239.0,1018.9
2020-11-17,11.2,0.0,11.3,271.0,1028.2
2020-11-18,9.4,0.0,7.8,159.0,1029.6
2020-11-19,7.6,3.7,11.2,171.0,1024.1
2020-11-20,7.2,0.0,17.0,309.0,1029.3
2020-11-21,3.9,0.0,8.2,328.0,1036.6
2020-11-22,2.6,0.0,4.8,162.0,1030.9
2020-11-23,5.0,0.0,7.3,234.0,1029.1
2020-11-24,3.8,0.0,8.9,118.0,1030.5
2020-11-25,2.0,0.0,12.4,138.0,1026.0
2020-11-26,1.6,0.0,5.8,159.0,1026.5
2020-11-27,1.7,0.1,5.4,164.0,1025.2
2020-11-28,2.2,0.0,6.9,278.0,1023.4
2020-11-29,3.5,0.0,11.1,294.0,1024.0
2020-11-30,3.8,0.0,8.9,289.0,1026.6
2020-12-01,0.5,0.0,11.9,134.0,1021.9
2020-12-02,-0.4,2.3,15.2,130.0,1021.3
2020-12-03,0.1,2.9,11.4,135.0,1012.2
2020-12-04,2.6,0.0,22.4,139.0,1001.9
2020-12-05,6.1,0.0,19.7,146.0,1006.0
2020-12-06,8.5,0.1,18.0,128.0,1006.7
2020-12-07,7.5,0.2,17.7,132.0,1005.1
2020-12-08,5.3,0.3,18.3,136.0,1009.0
2020-12-09,5.1,2.6,11.7,150.0,1010.0
2020-12-10,3.2,4.3,9.9,285.0,1007.8
2020-12-11,3.1,0.0,13.7,131.0,1005.9
2020-12-12,3.9,0.0,13.3,145.0,1003.4
2020-12-13,4.3,0.0,6.2,281.0,1012.9
2020-12-14,5.5,0.0,8.4,113.0,1019.1
2020-12-15,3.6,0.0,16.8,139.0,1019.3
2020-12-16,3.4,0.1,8.3,136.0,1023.9
2020-12-17,3.4,0.0,5.4,162.0,1026.9
2020-12-18,3.4,0.2,5.9,145.0,1029.7
2020-12-19,2.9,0.3,13.0,135.0,1026.8
2020-12-20,3.3,0.1,12.4,137.0,1026.7
2020-12-21,3.5,0.0,7.2,164.0,1027.9
2020-12-22,5.3,3.1,8.9,186.0,1021.7
2020-12-23,12.3,0.2,8.6,222.0,1016.9
2020-12-24,9.7,2.9,10.7,251.0,1011.0
2020-12-25,5.6,1.6,12.4,304.0,1014.7
2020-12-26,2.1,0.0,14.9,295.0,1024.1
2020-12-27,0.2,0.0,18.6,155.0,1012.3
2020-12-28,2.8,1.8,21.6,145.0,989.9
2020-12-29,5.8,0.0,7.5,221.0,994.5
2020-12-30,4.8,0.2,6.2,278.0,1004.9
2020-12-31,4.3,0.0,7.2,326.0,1010.0
2021-01-01,-0.6,0.0,5.4,101.0,1011.2
2021-01-02,2.5,0.7,7.2,113.0,1013.4
2021-01-03,4.8,0.1,10.6,122.0,1011.3
2021-01-04,3.6,1.3,5.6,299.0,1013.8
2021-01-05,4.3,6.0,7.0,298.0,1011.9
2021-01-06,3.0,3.4,6.8,169.0,1011.1
2021-01-07,3.2,0.0,12.1,261.0,1014.7
2021-01-08,2.1,0.0,6.8,250.0,1016.7
2021-01-09,2.4,0.1,9.4,272.0,1021.3
2021-01-10,0.4,0.0,6.8,313.0,1024.9
2021-01-11,-0.4,0.0,9.2,287.0,1023.5
2021-01-12,-0.6,2.0,9.2,212.0,1014.9
2021-01-13,3.2,0.3,22.5,272.0,1012.8
2021-01-14,2.2,0.4,20.7,290.0,1012.1
2021-01-15,1.1,1.1,15.4,302.0,1020.3
2021-01-16,-1.4,2.4,17.9,312.0,1023.0
2021-01-17,-1.8,0.0,13.8,312.0,1019.8
2021-01-18,-1.1,0.8,8.5,269.0,1023.6
2021-01-19,4.5,2.6,15.8,243.0,1018.8
2021-01-20,6.5,0.0,7.9,169.0,1013.1
2021-01-21,2.7,0.0,5.1,299.0,1008.5
2021-01-22,5.9,0.0,6.4,172.0,1000.4
2021-01-23,7.4,0.6,14.4,224.0,997.2
2021-01-24,4.1,0.0,12.4,268.0,999.2
2021-01-25,3.4,0.9,14.7,291.0,1003.4
2021-01-26,2.0,1.3,18.5,280.0,1013.5
2021-01-27,2.4,0.2,14.9,283.0,1016.7
2021-01-28,3.9,10.5,8.1,220.0,1008.9
2021-01-29,6.5,7.7,12.7,267.0,1000.0
2021-01-30,6.9,1.1,21.2,292.0,1000.3
2021-01-31,0.5,0.0,7.8,30.0,1005.6
2021-02-01,0.7,0.2,10.8,119.0,1002.0
2021-02-02,2.9,3.1,8.2,151.0,1008.6
2021-02-03,4.9,0.1,8.1,169.0,1007.5
2021-02-04,11.0,0.0,21.7,272.0,1012.9
2021-02-05,7.0,0.0,5.8,70.0,1016.6
2021-02-06,4.4,2.9,8.4,40.0,1013.3
2021-02-07,2.6,2.2,12.8,54.0,1002.3
2021-02-08,1.2,0.3,10.2,349.0,997.7
2021-02-09,1.2,0.0,6.7,46.0,1003.1
2021-02-10,0.2,2.8,11.6,33.0,1005.7
2021-02-11,-4.3,0.2,24.4,313.0,1022.0
2021-02-12,-4.8,0.0,14.6,324.0,1032.7
2021-02-13,-4.3,0.0,16.1,311.0,1037.6
2021-02-14,-2.0,0.0,15.8,306.0,1040.7
2021-02-15,-1.2,2.5,7.1,42.0,1037.4
2021-02-16,-0.2,0.8,7.1,141.0,1025.9
2021-02-17,5.7,1.5,12.0,255.0,1019.1
2021-02-18,8.5,0.0,8.7,167.0,1021.4
2021-02-19,5.8,0.0,5.5,142.0,1021.5
2021-02-20,4.9,0.0,8.3,108.0,1025.6
2021-02-21,5.4,0.0,14.2,125.0,1025.1
2021-02-22,6.0,0.0,6.5,122.0,1026.3
2021-02-23,7.9,0.0,5.0,333.0,1034.9
2021-02-24,9.5,0.0,4.4,136.0,1036.3
2021-02-25,10.5,0.0,4.2,351.0,1031.5
2021-02-26,11.4,5.7,7.8,280.0,1028.0
2021-02-27,7.5,0.0,17.1,315.0,1034.2
2021-02-28,6.0,0.0,8.9,303.0,1036.5
2021-03-01,5.9,0.0,7.2,330.0,1035.0
2021-03-02,5.9,0.0,5.1,93.0,1035.4
2021-03-03,7.1,0.0,4.8,198.0,1030.5
2021-03-04,10.7,1.0,8.9,263.0,1019.2
2021-03-05,5.7,7.6,15.5,309.0,1020.0
2021-03-06,2.8,0.0,7.9,298.0,1032.6
2021-03-07,3.4,0.0,5.0,113.0,1024.4
2021-03-08,4.0,0.0,10.9,315.0,1020.3
2021-03-09,2.5,0.0,7.6,88.0,1021.2
2021-03-10,3.9,0.0,6.6,289.0,1020.8
2021-03-11,5.4,3.0,10.4,160.0,1014.1
2021-03-12,10.0,0.0,18.1,268.0,1010.9
2021-03-13,10.1,0.0,13.2,204.0,1009.2
2021-03-14,7.6,4.2,17.8,265.0,1008.3
2021-03-15,6.3,0.1,17.8,290.0,1010.6
2021-03-16,5.7,0.5,22.9,298.0,1014.5
2021-03-17,4.8,0.3,18.1,308.0,1018.3
2021-03-18,3.7,0.0,14.0,313.0,1020.1
2021-03-19,2.4,1.2,10.1,293.0,1018.1
2021-03-20,0.5,0.1,12.2,318.0,1024.3
2021-03-21,0.6,0.9,16.4,268.0,1019.0
2021-03-22,4.2,0.1,18.6,315.0,1017.0
2021-03-23,5.5,0.0,16.4,296.0,1023.4
2021-03-24,7.4,0.0,12.8,309.0,1024.6
2021-03-25,9.3,0.0,5.4,216.0,1021.9
2021-03-26,12.1,0.0,9.0,138.0,1021.8
2021-03-27,11.4,0.0,10.9,250.0,1021.8
2021-03-28,10.4,0.0,11.1,292.0,1031.2
2021-03-29,12.7,0.0,6.8,252.0,1032.1
2021-03-30,17.7,0.0,10.4,291.0,1030.5
2021-03-31,17.7,0.0,6.4,160.0,1025.3
2021-04-01,18.9,0.3,11.5,263.0,1016.2
2021-04-02,13.9,0.0,15.1,310.0,1015.4
2021-04-03,7.8,2.0,18.7,310.0,1017.7
2021-04-04,6.7,0.0,13.6,305.0,1021.1
2021-04-05,10.2,1.4,12.4,219.0,1008.4
2021-04-06,3.7,1.2,19.1,293.0,1009.5
2021-04-07,3.3,5.5,18.8,276.0,1013.3
2021-04-08,4.9,0.4,21.1,272.0,1022.6
2021-04-09,8.9,0.0,10.4,165.0,1022.1
2021-04-10,13.0,0.0,9.2,133.0,1016.5
2021-04-11,13.5,0.0,14.8,142.0,1013.5
2021-04-12,9.8,8.1,13.5,289.0,1017.7
2021-04-13,3.7,11.7,22.6,312.0,1026.0
2021-04-14,5.1,0.0,20.3,313.0,1024.5
2021-04-15,5.5,0.0,18.0,304.0,1023.8
2021-04-16,5.9,0.0,15.3,291.0,1022.4
2021-04-17,7.3,0.0,12.0,311.0,1020.7
2021-04-18,7.3,0.1,12.0,302.0,1019.4
2021-04-19,8.5,0.8,13.7,294.0,1017.3
2021-04-20,10.2,0.8,14.3,288.0,1015.1
2021-04-21,13.8,0.0,10.8,259.0,1014.9
2021-04-22,11.8,0.4,12.2,290.0,1017.9
2021-04-23,10.6,0.0,12.3,307.0,1024.7
2021-04-24,11.1,0.0,5.8,130.0,1024.1
2021-04-25,11.4,0.0,11.4,321.0,1020.3
2021-04-26,9.4,0.0,9.2,76.0,1019.1
2021-04-27,9.1,0.0,9.8,101.0,1013.5
2021-04-28,12.3,0.0,18.4,138.0,1008.9
2021-04-29,14.2,1.6,7.9,120.0,1006.3
2021-04-30,16.6,0.2,10.6,233.0,1009.9
2021-05-01,16.6,1.4,10.7,3.0,1009.0
2021-05-02,12.4,0.4,21.7,282.0,1008.1
2021-05-03,11.2,0.0,16.1,281.0,1020.2
2021-05-04,14.6,0.0,11.8,169.0,1012.2
2021-05-05,13.8,0.5,11.5,256.0,1006.1
2021-05-06,11.4,0.0,14.4,210.0,1012.0
2021-05-07,11.8,3.5,16.4,261.0,1010.2
2021-05-08,11.9,0.0,10.9,268.0,1020.9
2021-05-09,16.2,0.0,17.0,135.0,1016.6
2021-05-10,20.7,0.0,17.6,139.0,1011.1
2021-05-11,23.1,0.0,17.6,142.0,1007.7
2021-05-12,16.2,6.1,18.3,256.0,1007.0
2021-05-13,12.6,5.8,23.3,265.0,1003.4
